14095	02 04 05 06 08 16 27 22	68	9,366,996	0	2014-08-15
14094	05 06 08 14 17 21 25 23	96	7,447,944	0	2014-08-13
14093	05 08 09 13 15 18 24 02	92	7,730,904	0	2014-08-11
14092	01 02 03 09 21 24 28 07	88	12,895,460	0	2014-08-08
14091	05 06 07 20 21 24 28 18	111	8,919,578	3,855,397	2014-08-06
14090	06 10 14 16 22 25 30 29	123	7,418,456	1,808,798	2014-08-04
14089	06 09 12 23 24 25 26 27	125	8,832,100	0	2014-08-01
14088	06 11 14 18 19 20 30 16	118	8,672,106	0	2014-07-30
14087	09 13 16 18 24 28 30 25	138	7,591,694	1,756,751	2014-07-28
14086	02 03 04 10 21 29 30 19	99	9,057,394	0	2014-07-25
14085	02 05 07 10 19 26 28 22	97	7,405,770	0	2014-07-23
14084	10 13 17 18 24 25 27 06	134	7,651,784	0	2014-07-21
14083	13 14 16 20 21 25 28 08	137	8,795,584	0	2014-07-18
14082	03 07 09 10 12 18 27 05	86	7,400,634	0	2014-07-16
14081	01 11 14 19 21 24 29 16	119	9,501,686	0	2014-07-14
14080	01 04 17 24 26 27 28 07	127	8,964,838	2,115,379	2014-07-11
14079	08 09 14 16 18 24 25 10	114	7,510,732	0	2014-07-09
14078	02 13 17 20 23 26 27 28	128	7,570,904	0	2014-07-07
14077	14 16 17 19 22 27 30 25	145	8,860,636	0	2014-07-04
14076	07 14 16 22 24 26 28 09	137	7,556,938	0	2014-07-02
14075	02 11 14 17 24 25 28 21	121	7,982,994	0	2014-06-30
14074	02 03 06 08 19 20 27 23	85	9,146,268	0	2014-06-27
14073	03 05 06 08 09 21 23 14	75	7,676,434	0	2014-06-25
14072	01 03 04 08 09 17 21 19	63	8,320,650	0	2014-06-23
14071	06 08 11 16 17 18 22 27	98	11,311,072	0	2014-06-20
14070	04 11 14 22 23 25 27 12	126	7,742,232	1,746,247	2014-06-18
14069	01 09 11 17 19 22 26 21	105	8,323,904	0	2014-06-16
14068	02 09 10 13 15 21 30 05	100	9,216,002	0	2014-06-13
14067	06 18 22 23 25 26 27 04	147	7,775,956	0	2014-06-11
14066	03 10 16 20 21 27 28 12	125	8,151,774	0	2014-06-09
14065	08 10 11 25 27 29 30 13	140	9,364,358	0	2014-06-06
14064	06 07 08 10 14 22 26 21	93	9,214,604	0	2014-06-04
14063	02 09 11 12 14 27 28 13	103	7,540,854	1,634,831	2014-06-02
14062	01 04 14 15 20 28 30 27	112	9,162,216	0	2014-05-30
14061	06 08 11 19 20 22 26 21	112	11,847,290	0	2014-05-28
14060	01 04 11 18 23 25 30 02	112	9,670,708	4,402,491	2014-05-26
14059	03 14 15 16 25 26 27 05	126	9,350,504	2,100,323	2014-05-23
14058	05 09 10 15 23 29 30 20	121	7,720,980	0	2014-05-21
14057	05 08 11 13 21 24 27 30	109	8,253,514	0	2014-05-19
14056	01 07 17 19 22 24 30 02	120	9,651,260	0	2014-05-16
14055	02 05 14 16 21 23 30 03	111	8,131,222	0	2014-05-14
14054	03 07 18 19 23 25 26 04	121	8,545,208	0	2014-05-12
14053	08 17 20 23 24 28 29 12	149	9,792,724	0	2014-05-09
14052	05 13 17 20 21 24 26 22	126	7,923,884	0	2014-05-07
14051	04 06 08 10 13 15 21 29	77	8,543,366	0	2014-05-05
14050	04 07 12 17 22 24 25 21	111	8,881,050	0	2014-05-02
14049	04 05 07 11 12 16 21 29	76	8,245,650	0	2014-04-30
14048	01 03 08 16 23 27 28 18	106	8,894,954	0	2014-04-28
14047	04 11 12 13 18 22 30 02	110	9,933,502	0	2014-04-25
14046	03 08 10 11 14 20 22 28	88	9,988,020	0	2014-04-23
14045	03 09 12 13 14 21 22 16	94	8,725,650	2,159,274	2014-04-21
14044	01 02 08 09 14 17 30 27	81	9,861,224	0	2014-04-18
14043	02 03 08 11 19 22 23 04	88	8,572,098	0	2014-04-16
14042	03 06 11 19 20 23 27 13	109	9,019,702	0	2014-04-14
14041	08 14 15 16 18 19 26 28	116	10,036,400	0	2014-04-11
14040	01 09 16 19 25 28 30 11	128	8,424,596	0	2014-04-09
14039	04 06 08 16 24 25 28 30	111	8,785,554	0	2014-04-07
14038	02 04 05 10 13 21 30 14	85	10,072,770	0	2014-04-04
14037	03 04 08 11 21 26 28 22	101	8,863,884	0	2014-04-02
14036	03 12 14 19 23 24 29 17	124	11,182,074	0	2014-03-31
14035	02 09 13 16 25 29 30 18	124	10,261,288	2,351,048	2014-03-28
14034	04 15 17 18 22 28 29 08	133	8,663,564	0	2014-03-26
14033	04 05 06 10 13 18 28 09	84	9,103,748	0	2014-03-24
14032	01 12 13 15 25 28 30 04	124	10,461,902	0	2014-03-21
14031	04 07 10 15 17 22 25 29	100	8,720,882	0	2014-03-19
14030	03 07 10 19 23 26 30 22	118	9,132,298	0	2014-03-17
14029	05 06 14 24 25 27 29 04	130	12,380,044	0	2014-03-14
14028	08 12 14 18 20 22 29 19	123	8,621,842	2,258,394	2014-03-12
14027	01 08 10 13 20 26 29 09	107	9,234,850	0	2014-03-10
14026	06 13 15 18 19 20 27 11	118	10,507,208	0	2014-03-07
14025	01 02 05 10 12 18 28 25	76	8,878,338	0	2014-03-05
14024	09 10 15 18 19 23 30 26	124	9,163,974	2,414,004	2014-03-03
14023	02 05 06 18 24 27 28 11	110	12,161,690	0	2014-02-28
14022	03 07 08 11 12 15 18 22	74	8,695,030	1,749,005	2014-02-26
14021	01 02 07 14 24 25 28 05	101	9,092,918	0	2014-02-24
14020	01 03 09 13 17 20 26 19	89	11,749,376	0	2014-02-21
14019	04 05 06 17 18 22 28 01	100	8,521,340	1,977,693	2014-02-19
14018	01 06 08 12 25 27 28 23	107	10,907,502	0	2014-02-17
14017	01 11 12 15 24 28 30 07	121	9,848,710	2,414,004	2014-02-14
14016	04 06 07 12 18 19 30 11	96	8,303,714	0	2014-02-12
14015	02 05 15 19 20 23 26 10	110	8,290,544	0	2014-02-10
14014	02 08 21 26 27 28 30 15	142	9,100,742	0	2014-02-07
14013	05 06 09 16 19 21 30 18	106	9,707,464	0	2014-01-29
14012	06 08 15 19 24 26 29 27	127	11,069,736	0	2014-01-27
14011	01 03 10 17 22 29 30 25	112	10,589,004	2,657,222	2014-01-24
14010	01 07 16 19 21 23 27 10	114	8,566,320	0	2014-01-22
14009	01 09 17 18 21 22 25 13	113	9,014,630	0	2014-01-20
14008	02 06 10 14 22 27 30 23	111	9,916,890	0	2014-01-17
14007	01 02 03 04 07 08 11 16	36	8,749,994	0	2014-01-15
14006	06 07 09 10 25 26 28 22	111	9,274,058	0	2014-01-13
14005	05 12 13 21 24 27 28 15	130	10,517,480	0	2014-01-10
14004	07 13 16 19 23 24 27 04	129	8,961,106	0	2014-01-08
14003	03 11 14 16 19 24 27 09	114	9,267,348	0	2014-01-06
14002	01 07 11 16 18 21 28 12	102	10,924,894	0	2014-01-03
14001	03 04 09 18 19 20 27 16	100	8,910,842	0	2014-01-01
13153	05 19 20 22 26 28 30 02	150	9,881,990	0	2013-12-30
13152	01 04 06 11 14 16 24 03	76	10,654,434	0	2013-12-27
13151	12 16 23 25 27 28 29 30	160	9,228,814	0	2013-12-25
13150	03 07 10 13 15 25 30 20	103	9,831,260	0	2013-12-23
13149	01 05 07 11 18 22 25 26	89	10,517,678	0	2013-12-20
13148	02 13 14 20 22 25 28 16	124	8,819,260	0	2013-12-18
13147	03 06 10 12 13 15 29 24	88	8,908,586	0	2013-12-16
13146	01 02 06 07 08 11 20 26	55	10,497,234	0	2013-12-13
13145	02 07 09 15 19 21 28 01	101	8,999,530	0	2013-12-11
13144	04 09 15 17 25 28 30 21	128	11,124,954	0	2013-12-09
13143	01 11 16 17 18 24 27 07	114	10,137,928	2,242,190	2013-12-06
13142	01 02 04 21 22 23 25 05	98	9,059,194	0	2013-12-04
13141	06 09 11 12 14 16 24 03	92	9,464,206	0	2013-12-02
13140	04 06 07 15 23 26 27 10	108	10,431,180	0	2013-11-29
13139	02 05 07 12 15 21 24 27	86	8,788,694	0	2013-11-27
13138	07 09 13 16 17 26 28 05	116	9,146,400	0	2013-11-25
13137	05 07 12 21 27 28 30 16	130	10,379,500	0	2013-11-22
13136	03 05 07 10 14 29 30 16	98	10,381,454	0	2013-11-20
13135	01 03 05 07 19 21 24 22	80	8,943,678	2,296,915	2013-11-18
13134	01 07 08 09 10 26 29 24	90	10,879,826	0	2013-11-15
13133	05 07 10 22 23 24 27 30	118	9,165,824	0	2013-11-13
13132	09 12 16 17 19 23 28 10	124	11,524,154	0	2013-11-11
13131	11 12 15 16 24 25 30 10	133	10,510,144	2,660,423	2013-11-08
13130	08 09 12 15 18 21 28 16	111	9,358,326	0	2013-11-06
13129	04 06 09 11 14 17 27 30	88	9,197,034	0	2013-11-04
13128	07 10 17 24 27 28 29 14	142	12,820,880	0	2013-11-01
13127	02 07 10 11 22 24 27 25	103	8,897,034	2,028,860	2013-10-30
13126	04 09 13 17 21 24 28 25	116	9,260,726	0	2013-10-28
13125	01 04 23 25 27 28 29 03	137	12,919,338	303,787	2013-10-25
13124	02 07 09 13 14 24 28 23	97	9,026,774	2,147,914	2013-10-23
13123	02 06 07 09 11 14 29 18	78	11,283,216	0	2013-10-21
13122	08 09 15 16 20 21 24 10	113	10,391,776	2,447,924	2013-10-18
13121	01 03 06 11 13 16 28 21	78	11,035,676	0	2013-10-16
13120	01 04 09 13 16 19 27 08	89	9,037,942	2,049,580	2013-10-14
13119	05 10 18 21 26 28 29 11	137	10,118,788	0	2013-10-11
13118	03 10 11 12 16 19 30 17	101	10,557,466	0	2013-10-09
13117	02 03 05 16 17 19 25 12	87	8,161,396	2,010,700	2013-10-07
13116	06 07 10 13 16 25 27 23	104	8,948,222	0	2013-10-04
13115	02 06 07 12 13 16 17 22	73	7,285,804	0	2013-10-02
13114	05 06 08 09 10 12 24 29	74	8,864,858	0	2013-09-30
13113	06 10 13 16 25 26 29 21	125	10,292,998	0	2013-09-27
13112	01 03 07 24 26 27 29 13	117	8,397,972	0	2013-09-25
13111	01 02 08 18 19 21 29 26	98	8,741,450	0	2013-09-23
13110	03 05 08 15 16 17 27 09	91	9,082,744	0	2013-09-20
13109	03 04 05 12 14 24 28 01	90	8,194,488	0	2013-09-18
13108	01 08 12 15 24 25 26 04	111	8,499,980	0	2013-09-16
13107	06 12 13 18 23 25 30 22	127	9,366,390	0	2013-09-13
13106	09 17 18 19 26 29 30 25	148	7,997,044	0	2013-09-11
13105	02 07 08 09 12 21 24 04	83	8,850,198	0	2013-09-09
13104	01 03 08 09 12 15 17 07	65	9,675,718	0	2013-09-06
13103	07 09 12 13 16 20 21 05	98	8,707,250	0	2013-09-04
13102	02 08 09 13 14 19 25 28	90	8,732,194	0	2013-09-02
13101	06 10 17 18 19 24 29 21	123	9,668,498	0	2013-08-30
13100	02 09 11 12 22 26 29 07	111	8,466,912	0	2013-08-28
13099	01 02 12 20 22 26 30 10	113	8,799,914	0	2013-08-26
13098	07 08 09 11 14 23 28 05	100	10,032,854	0	2013-08-23
13097	10 11 14 16 18 21 23 22	113	8,501,568	0	2013-08-21
13096	09 15 16 19 20 24 26 10	129	9,090,884	0	2013-08-19
13095	01 07 08 14 26 27 30 10	113	9,919,476	0	2013-08-16
13094	10 12 17 19 20 21 23 30	122	8,784,606	0	2013-08-14
13093	05 07 11 14 22 25 30 15	114	8,805,652	0	2013-08-12
13092	03 06 07 11 17 23 24 15	91	10,064,544	0	2013-08-09
13091	03 04 10 12 15 22 27 29	93	8,342,262	0	2013-08-07
13090	01 04 10 12 17 23 25 19	92	11,033,156	0	2013-08-05
13089	02 04 08 11 13 23 26 30	87	9,571,520	2,212,227	2013-08-02
13088	04 05 06 07 18 20 24 17	84	8,148,640	0	2013-07-31
13087	02 03 13 17 20 28 30 29	113	10,389,966	0	2013-07-29
13086	01 06 07 09 10 25 26 22	84	9,784,332	2,138,921	2013-07-26
13085	02 04 12 13 17 21 26 28	95	8,232,326	0	2013-07-24
13084	02 03 05 08 15 18 26 30	77	8,818,634	0	2013-07-22
13083	02 07 08 20 21 26 28 25	112	9,873,718	0	2013-07-19
13082	10 12 14 18 19 22 28 04	123	8,325,984	0	2013-07-17
13081	04 05 16 22 23 27 28 12	125	8,718,504	0	2013-07-15
13080	09 13 15 20 22 29 30 08	138	9,722,212	0	2013-07-12
13079	01 02 15 17 18 21 22 16	96	12,628,734	0	2013-07-10
13078	13 18 22 24 25 26 29 30	157	10,499,416	4,835,137	2013-07-08
13077	01 04 05 15 24 25 27 08	101	9,793,042	2,341,773	2013-07-05
13076	03 04 12 19 22 23 28 07	111	8,195,424	0	2013-07-03
13075	01 05 09 14 21 23 27 25	100	8,786,246	0	2013-07-01
13074	03 06 07 21 25 28 29 05	119	9,748,534	0	2013-06-28
13073	07 08 11 12 17 18 28 23	101	8,468,796	0	2013-06-26
13072	07 08 11 16 17 24 29 27	112	8,875,438	0	2013-06-24
13071	02 05 07 12 19 28 30 09	103	10,053,052	0	2013-06-21
13070	06 09 10 15 20 23 29 26	112	8,298,730	0	2013-06-19
13069	04 14 15 20 22 26 28 27	129	8,731,338	0	2013-06-17
13068	03 08 09 13 14 17 22 12	86	10,176,370	0	2013-06-14
13067	04 09 11 16 18 24 28 26	110	8,008,190	0	2013-06-12
13066	02 03 05 12 13 26 30 23	91	10,844,976	0	2013-06-10
13065	02 08 21 22 24 27 29 06	133	10,086,428	2,406,879	2013-06-07
13064	01 07 08 12 20 21 25 09	94	10,291,886	0	2013-06-05
13063	04 11 13 16 20 21 23 14	108	8,829,056	2,249,059	2013-06-03
13062	01 08 15 19 25 27 30 06	125	9,584,320	0	2013-05-31
13061	05 11 20 21 22 23 24 10	126	8,857,932	0	2013-05-29
13060	01 06 09 14 16 20 28 25	94	9,031,244	0	2013-05-27
13059	03 07 13 18 23 27 30 06	121	10,344,938	0	2013-05-24
13058	07 09 10 18 20 28 30 21	122	10,375,340	0	2013-05-22
13057	01 03 06 08 11 21 25 28	75	8,799,802	2,151,546	2013-05-20
13056	01 03 07 08 09 15 16 18	59	10,298,430	0	2013-05-17
13055	03 08 14 15 16 22 25 24	103	8,420,600	0	2013-05-15
13054	07 13 14 17 18 26 27 29	122	8,899,834	0	2013-05-13
13053	01 04 07 08 10 24 30 05	84	10,069,834	0	2013-05-10
13052	02 03 10 12 20 23 27 22	97	8,595,006	0	2013-05-08
13051	01 03 06 07 24 25 30 21	96	9,092,440	0	2013-05-06
13050	02 04 06 12 18 23 28 14	93	10,152,128	0	2013-05-03
13049	01 03 10 12 13 15 20 06	74	7,995,852	0	2013-05-01
13048	01 11 17 18 20 21 27 12	115	8,783,974	0	2013-04-29
13047	04 13 17 18 19 23 24 07	118	10,788,852	0	2013-04-26
13046	01 07 12 19 21 27 29 25	116	9,105,260	0	2013-04-24
13045	03 08 13 18 21 25 27 30	115	9,894,380	0	2013-04-22
13044	06 09 14 20 21 22 25 02	117	12,466,492	0	2013-04-19
13043	03 04 12 14 15 19 26 24	93	8,757,774	2,021,739	2013-04-17
13042	06 07 09 10 11 12 19 08	74	9,623,756	0	2013-04-15
13041	01 04 06 10 14 27 30 25	92	10,724,698	0	2013-04-12
13040	02 03 11 12 15 22 24 10	89	11,250,894	0	2013-04-10
13039	02 07 08 09 21 25 30 23	102	9,602,830	2,336,954	2013-04-08
13038	06 07 11 15 16 26 29 02	110	9,848,634	0	2013-04-05
13037	01 07 17 21 23 24 30 13	123	9,119,286	0	2013-04-03
13036	01 05 12 17 20 23 27 09	105	9,608,328	0	2013-04-01
13035	05 09 12 14 19 26 30 21	115	10,750,372	0	2013-03-29
13034	01 04 09 15 16 26 30 11	101	9,263,594	0	2013-03-27
13033	05 11 18 19 22 26 28 04	129	9,727,454	0	2013-03-25
13032	05 07 15 16 22 27 28 25	120	10,671,586	0	2013-03-22
13031	05 06 07 14 16 22 23 21	93	9,152,816	0	2013-03-20
13030	01 04 06 12 14 20 28 13	85	9,780,248	0	2013-03-18
13029	01 02 08 12 15 21 25 20	84	10,755,670	0	2013-03-15
13028	02 03 14 18 24 25 30 26	116	9,323,340	0	2013-03-13
13027	01 05 07 13 18 23 28 10	95	9,572,874	0	2013-03-11
13026	06 09 14 17 20 21 26 12	113	10,293,000	0	2013-03-08
13025	04 07 10 19 26 27 29 16	122	8,806,582	0	2013-03-06
13024	09 10 19 20 21 22 30 28	131	9,366,482	0	2013-03-04
13023	01 10 13 20 24 25 28 02	121	10,185,402	0	2013-03-01
13022	01 03 06 13 24 26 28 11	101	9,018,576	0	2013-02-27
13021	04 06 08 12 22 25 28 17	105	9,263,014	0	2013-02-25
13020	01 02 07 13 23 25 30 22	101	10,150,908	0	2013-02-22
13019	05 18 19 20 24 25 27 14	138	8,703,244	0	2013-02-20
13018	05 12 20 21 24 26 30 25	138	9,325,124	0	2013-02-18
13017	04 08 09 11 14 24 29 10	99	11,396,894	0	2013-02-08
13016	04 05 06 08 22 25 30 14	100	9,402,152	0	2013-02-06
13015	01 05 06 12 18 19 28 09	89	11,859,968	0	2013-02-04
13014	01 12 14 19 25 26 30 03	127	11,186,788	2,673,094	2013-02-01
13013	04 10 19 20 21 23 26 02	123	9,726,626	0	2013-01-30
13012	03 05 08 13 19 22 29 06	99	11,713,070	0	2013-01-28
13011	02 03 07 08 10 16 20 29	66	10,999,094	2,605,526	2013-01-25
13010	01 02 13 14 16 19 26 05	91	9,270,372	0	2013-01-23
13009	08 15 18 19 20 26 29 01	135	9,532,566	0	2013-01-21
13008	02 19 21 23 25 27 28 18	145	10,822,562	0	2013-01-18
13007	01 02 04 05 06 15 26 19	59	9,531,252	0	2013-01-16
13006	01 08 13 16 21 25 29 18	113	9,846,066	0	2013-01-14
13005	03 10 11 20 24 25 28 27	121	11,360,830	0	2013-01-11
13004	02 07 08 14 17 20 25 09	93	9,577,094	0	2013-01-09
13003	04 06 13 16 18 19 25 24	101	10,119,444	0	2013-01-07
13002	08 15 16 18 19 25 28 02	129	12,402,100	0	2013-01-04
13001	03 07 08 12 13 15 22 21	80	8,594,514	1,859,943	2013-01-02
12154	01 02 18 19 24 26 28 08	118	9,912,580	0	2012-12-31
12153	11 15 23 25 26 28 29 08	157	13,065,738	0	2012-12-28
12152	13 14 16 18 20 24 26 30	131	9,293,206	2,370,690	2012-12-26
12151	05 08 11 15 20 21 24 02	104	9,309,072	0	2012-12-24
12150	07 09 13 14 17 19 29 08	108	15,053,760	0	2012-12-21
12149	01 02 04 09 11 17 20 03	64	10,939,638	4,894,823	2012-12-19
12148	04 10 13 18 19 28 29 23	121	9,512,750	2,272,156	2012-12-17
12147	02 10 12 13 27 29 30 03	123	10,356,176	0	2012-12-14
12146	07 10 12 24 26 28 30 18	137	8,922,882	0	2012-12-12
12145	01 05 06 08 09 10 15 25	54	9,278,982	0	2012-12-10
12144	01 02 03 06 09 11 23 21	55	10,897,294	0	2012-12-07
12143	04 12 13 22 24 25 29 30	129	8,994,110	0	2012-12-05
12142	04 09 14 19 22 23 28 07	119	9,652,578	0	2012-12-03
12141	01 04 08 13 14 24 27 25	91	10,485,088	0	2012-11-30
12140	08 12 17 21 23 25 29 27	135	8,910,356	0	2012-11-28
12139	04 06 07 16 19 20 26 24	98	9,462,108	0	2012-11-26
12138	05 10 12 22 23 24 30 14	126	10,584,210	0	2012-11-23
12137	09 11 23 24 25 29 30 05	151	9,369,452	0	2012-11-21
12136	01 05 14 15 16 27 30 23	108	11,760,364	0	2012-11-19
12135	08 09 11 13 15 23 24 10	103	10,639,280	2,703,377	2012-11-16
12134	03 07 11 14 19 20 21 29	95	9,247,278	0	2012-11-14
12133	03 08 16 18 23 24 29 12	121	9,519,982	0	2012-11-12
12132	01 05 10 17 18 21 30 03	102	10,900,724	0	2012-11-09
12131	02 10 15 22 25 27 30 29	131	9,340,144	0	2012-11-07
12130	06 07 12 17 19 22 25 13	108	9,262,686	0	2012-11-05
12129	01 04 09 17 18 28 29 11	106	10,560,706	0	2012-11-02
12128	03 05 06 14 19 23 24 28	94	9,257,120	0	2012-10-31
12127	06 10 18 21 26 28 30 19	139	9,529,260	0	2012-10-29
12126	06 11 18 20 21 22 25 28	123	10,583,856	0	2012-10-26
12125	04 07 12 16 18 25 29 27	111	9,150,410	0	2012-10-24
12124	01 14 24 25 27 28 30 18	149	9,538,708	0	2012-10-22
12123	01 05 13 20 23 24 30 15	116	10,857,640	0	2012-10-19
12122	05 11 14 20 24 29 30 22	133	11,015,350	0	2012-10-17
12121	01 07 12 14 20 26 28 21	108	9,387,664	2,160,280	2012-10-15
12120	10 17 18 19 28 29 30 25	151	10,663,846	0	2012-10-12
12119	05 08 09 13 16 21 26 24	98	9,292,824	0	2012-10-10
12118	02 09 17 18 20 21 26 10	113	11,421,100	0	2012-10-08
12117	15 17 21 23 26 28 29 19	159	9,408,902	2,372,997	2012-10-05
12116	01 14 15 16 22 23 25 19	116	8,032,534	0	2012-10-03
12115	02 08 09 10 13 19 22 29	83	8,415,396	0	2012-10-01
12114	02 07 12 16 25 28 29 08	119	10,495,938	0	2012-09-28
12113	02 20 21 22 25 26 28 12	144	11,054,838	0	2012-09-26
12112	05 07 14 20 22 23 30 19	121	9,654,212	2,387,069	2012-09-24
12111	01 04 07 09 10 11 24 02	66	10,760,630	0	2012-09-21
12110	04 07 09 17 24 25 27 11	113	11,169,546	0	2012-09-19
12109	04 07 11 12 14 16 18 29	82	9,822,272	2,456,323	2012-09-17
12108	05 09 14 18 22 25 29 15	122	10,781,886	0	2012-09-14
12107	03 07 10 16 17 27 28 04	108	9,718,120	0	2012-09-12
12106	01 05 19 22 24 29 30 28	130	10,833,438	0	2012-09-10
12105	05 11 17 18 20 24 27 08	122	14,726,952	0	2012-09-07
12104	02 03 04 06 08 09 24 13	56	10,486,064	2,666,332	2012-09-05
12103	08 10 16 18 22 29 30 01	133	10,673,546	0	2012-09-03
12102	02 04 08 13 15 20 23 18	85	11,590,546	0	2012-08-31
12101	04 06 09 14 20 26 30 02	109	10,014,750	0	2012-08-29
12100	01 04 11 15 18 22 26 06	97	10,705,096	0	2012-08-27
12099	03 09 17 21 23 24 28 15	125	11,797,310	0	2012-08-24
12098	07 08 14 21 24 25 27 23	126	10,126,034	0	2012-08-22
12097	07 08 09 15 20 24 25 29	108	10,625,902	0	2012-08-20
12096	02 07 10 20 23 24 30 12	116	11,925,222	0	2012-08-17
12095	04 06 12 13 20 21 23 01	99	9,961,644	0	2012-08-15
12094	04 09 16 18 19 21 22 28	109	10,373,732	0	2012-08-13
12093	15 16 18 23 25 27 28 08	152	11,474,358	0	2012-08-10
12092	03 06 11 14 20 21 28 19	103	9,962,130	0	2012-08-08
12091	06 09 10 12 17 22 25 20	101	10,378,972	0	2012-08-06
12090	01 04 07 09 14 24 30 19	89	11,560,216	0	2012-08-03
12089	01 02 04 17 25 29 30 11	108	10,180,366	0	2012-08-01
12088	05 07 12 16 17 26 27 13	110	11,380,584	0	2012-07-30
12087	01 08 09 22 27 28 30 19	125	14,360,174	1,018,479	2012-07-27
12086	14 15 18 21 23 25 27 29	143	10,182,404	2,598,206	2012-07-25
12085	01 02 04 09 14 24 30 21	84	10,529,358	0	2012-07-23
12084	01 16 21 23 27 28 30 29	146	11,757,346	0	2012-07-20
12083	05 06 09 12 18 19 21 04	90	10,630,160	0	2012-07-18
12082	06 07 16 18 25 27 28 19	127	11,106,098	0	2012-07-16
12081	06 09 12 13 25 27 29 26	121	12,539,450	0	2012-07-13
12080	06 13 19 22 23 27 29 08	139	11,289,316	0	2012-07-11
12079	06 14 16 20 21 23 25 09	125	11,136,176	0	2012-07-09
12078	01 07 10 23 27 29 30 03	127	11,793,816	0	2012-07-06
12077	01 04 19 21 22 28 29 30	124	10,151,650	0	2012-07-04
12076	02 04 07 08 13 24 29 09	87	10,598,088	0	2012-07-02
12075	02 03 06 10 16 17 20 22	74	11,386,154	0	2012-06-29
12074	01 02 10 19 20 21 30 17	103	10,608,068	0	2012-06-27
12073	05 08 16 18 22 25 28 04	122	10,984,016	0	2012-06-25
12072	03 06 11 24 25 26 29 05	124	11,567,232	0	2012-06-22
12071	04 08 10 14 16 22 28 02	102	12,781,326	0	2012-06-20
12070	01 07 16 18 19 20 25 08	106	11,183,420	2,630,299	2012-06-18
12069	05 13 17 19 25 26 29 08	134	12,220,184	0	2012-06-15
12068	03 04 10 13 17 19 28 20	94	11,328,880	0	2012-06-13
